state,year,date,age,ethnicity,population
Kelantan,2017,2017-01-01,65-69,Indian,0.1
Kelantan,2017,2017-01-01,65-69,Other Citizen,0.3
Kelantan,2017,2017-01-01,65-69,Other Non-Citizen,0.5
Kelantan,2017,2017-01-01,70-74,Bumi Malay,27.7
Kelantan,2017,2017-01-01,70-74,Bumi Other,0.2
Kelantan,2017,2017-01-01,70-74,Chinese,1.8
Kelantan,2017,2017-01-01,70-74,Indian,0.1
Kelantan,2017,2017-01-01,70-74,Other Citizen,0.2
Kelantan,2017,2017-01-01,70-74,Other Non-Citizen,0.3
Kelantan,2017,2017-01-01,75-79,Bumi Malay,17.6
Kelantan,2017,2017-01-01,75-79,Bumi Other,0.1
Kelantan,2017,2017-01-01,75-79,Chinese,1.1
Kelantan,2017,2017-01-01,75-79,Indian,0.1
Kelantan,2017,2017-01-01,75-79,Other Citizen,0.1
Kelantan,2017,2017-01-01,75-79,Other Non-Citizen,0.1
Kelantan,2017,2017-01-01,80-84,Bumi Malay,8.7
Kelantan,2017,2017-01-01,80-84,Bumi Other,0
Kelantan,2017,2017-01-01,80-84,Chinese,0.7
Kelantan,2017,2017-01-01,80-84,Indian,0
Kelantan,2017,2017-01-01,80-84,Other Citizen,0.1
Kelantan,2017,2017-01-01,80-84,Other Non-Citizen,0.1
Kelantan,2017,2017-01-01,85 and above,Bumi Malay,7.6
Kelantan,2017,2017-01-01,85 and above,Bumi Other,0
Kelantan,2017,2017-01-01,85 and above,Chinese,0.5
Kelantan,2017,2017-01-01,85 and above,Indian,0
Kelantan,2017,2017-01-01,85 and above,Other Citizen,0
Kelantan,2017,2017-01-01,85 and above,Other Non-Citizen,0.1
Kelantan,2018,2018-01-01,0-4,Bumi Malay,187.2
Kelantan,2018,2018-01-01,0-4,Bumi Other,2.6
Kelantan,2018,2018-01-01,0-4,Chinese,2.7
Kelantan,2018,2018-01-01,0-4,Indian,0.2
Kelantan,2018,2018-01-01,0-4,Other Citizen,1.1
Kelantan,2018,2018-01-01,0-4,Other Non-Citizen,2.4
Kelantan,2018,2018-01-01,15-19,Bumi Malay,178.3
Kelantan,2018,2018-01-01,15-19,Bumi Other,2.5
Kelantan,2018,2018-01-01,15-19,Chinese,4.2
Kelantan,2018,2018-01-01,15-19,Indian,0.4
Kelantan,2018,2018-01-01,15-19,Other Citizen,1.1
Kelantan,2018,2018-01-01,15-19,Other Non-Citizen,3.4
Kelantan,2018,2018-01-01,20-24,Bumi Malay,187.5
Kelantan,2018,2018-01-01,20-24,Bumi Other,2
Kelantan,2018,2018-01-01,20-24,Chinese,5.1
Kelantan,2018,2018-01-01,20-24,Indian,0.4
Kelantan,2018,2018-01-01,20-24,Other Citizen,0.8
Kelantan,2018,2018-01-01,20-24,Other Non-Citizen,7
Kelantan,2018,2018-01-01,25-29,Bumi Malay,157.4
Kelantan,2018,2018-01-01,25-29,Bumi Other,1.9
Kelantan,2018,2018-01-01,25-29,Chinese,5.4
Kelantan,2018,2018-01-01,25-29,Indian,0.6
Kelantan,2018,2018-01-01,25-29,Other Citizen,0.9
Kelantan,2018,2018-01-01,25-29,Other Non-Citizen,9.6
Kelantan,2018,2018-01-01,30-34,Bumi Malay,100.4
Kelantan,2018,2018-01-01,30-34,Bumi Other,1.7
Kelantan,2018,2018-01-01,30-34,Chinese,4
Kelantan,2018,2018-01-01,30-34,Indian,0.5
Kelantan,2018,2018-01-01,30-34,Other Citizen,0.8
Kelantan,2018,2018-01-01,30-34,Other Non-Citizen,7.3
Kelantan,2018,2018-01-01,35-39,Bumi Malay,88.5
Kelantan,2018,2018-01-01,35-39,Bumi Other,1.2
Kelantan,2018,2018-01-01,35-39,Chinese,3.9
Kelantan,2018,2018-01-01,35-39,Indian,0.3
Kelantan,2018,2018-01-01,35-39,Other Citizen,0.7
Kelantan,2018,2018-01-01,35-39,Other Non-Citizen,6.1
Kelantan,2018,2018-01-01,40-44,Bumi Malay,76.9
Kelantan,2018,2018-01-01,40-44,Bumi Other,0.8
Kelantan,2018,2018-01-01,40-44,Chinese,2.9
Kelantan,2018,2018-01-01,40-44,Indian,0.3
Kelantan,2018,2018-01-01,40-44,Other Citizen,0.5
Kelantan,2018,2018-01-01,40-44,Other Non-Citizen,4.9
Kelantan,2018,2018-01-01,45-49,Bumi Malay,78.3
Kelantan,2018,2018-01-01,45-49,Bumi Other,0.6
Kelantan,2018,2018-01-01,45-49,Chinese,3.2
Kelantan,2018,2018-01-01,45-49,Indian,0.2
Kelantan,2018,2018-01-01,45-49,Other Citizen,0.5
Kelantan,2018,2018-01-01,45-49,Other Non-Citizen,3.6
Kelantan,2018,2018-01-01,50-54,Bumi Malay,77.7
Kelantan,2018,2018-01-01,50-54,Bumi Other,0.3
Kelantan,2018,2018-01-01,50-54,Chinese,3.8
Kelantan,2018,2018-01-01,50-54,Indian,0.3
Kelantan,2018,2018-01-01,50-54,Other Citizen,0.5
Kelantan,2018,2018-01-01,50-54,Other Non-Citizen,2.7
Kelantan,2018,2018-01-01,55-59,Bumi Malay,72.1
Kelantan,2018,2018-01-01,55-59,Bumi Other,0.4
Kelantan,2018,2018-01-01,55-59,Chinese,3.8
Kelantan,2018,2018-01-01,55-59,Indian,0.3
Kelantan,2018,2018-01-01,55-59,Other Citizen,0.5
Kelantan,2018,2018-01-01,55-59,Other Non-Citizen,1.9
Kelantan,2018,2018-01-01,60-64,Bumi Malay,57.1
Kelantan,2018,2018-01-01,60-64,Bumi Other,0.2
Kelantan,2018,2018-01-01,60-64,Chinese,3.5
Kelantan,2018,2018-01-01,60-64,Indian,0.2
Kelantan,2018,2018-01-01,60-64,Other Citizen,0.4
Kelantan,2018,2018-01-01,60-64,Other Non-Citizen,1.1
Kelantan,2018,2018-01-01,65-69,Bumi Malay,43.6
Kelantan,2018,2018-01-01,65-69,Bumi Other,0.2
Kelantan,2018,2018-01-01,65-69,Chinese,2.7
Kelantan,2018,2018-01-01,65-69,Indian,0.1
Kelantan,2018,2018-01-01,65-69,Other Citizen,0.3
Kelantan,2018,2018-01-01,65-69,Other Non-Citizen,0.6
Kelantan,2018,2018-01-01,70-74,Bumi Malay,30.1
Kelantan,2018,2018-01-01,70-74,Bumi Other,0.2
Kelantan,2018,2018-01-01,70-74,Chinese,1.9
Kelantan,2018,2018-01-01,70-74,Indian,0.1
Kelantan,2018,2018-01-01,70-74,Other Citizen,0.2
Kelantan,2018,2018-01-01,70-74,Other Non-Citizen,0.4
Kelantan,2018,2018-01-01,75-79,Bumi Malay,18
Kelantan,2018,2018-01-01,75-79,Bumi Other,0
Kelantan,2018,2018-01-01,75-79,Chinese,1.2
Kelantan,2018,2018-01-01,75-79,Indian,0.1
Kelantan,2018,2018-01-01,75-79,Other Citizen,0.1
Kelantan,2018,2018-01-01,75-79,Other Non-Citizen,0.1
Kelantan,2018,2018-01-01,80-84,Bumi Malay,8.8
Kelantan,2018,2018-01-01,80-84,Bumi Other,0
Kelantan,2018,2018-01-01,80-84,Chinese,0.7
Kelantan,2018,2018-01-01,80-84,Indian,0
Kelantan,2018,2018-01-01,80-84,Other Citizen,0.1
Kelantan,2018,2018-01-01,80-84,Other Non-Citizen,0.1
Kelantan,2018,2018-01-01,85 and above,Bumi Malay,7.6
Kelantan,2018,2018-01-01,85 and above,Bumi Other,0
Kelantan,2018,2018-01-01,85 and above,Chinese,0.5
Kelantan,2018,2018-01-01,85 and above,Indian,0
Kelantan,2018,2018-01-01,85 and above,Other Citizen,0
Kelantan,2018,2018-01-01,85 and above,Other Non-Citizen,0.2
Kelantan,2019,2019-01-01,0-4,Bumi Malay,186.3
Kelantan,2019,2019-01-01,0-4,Bumi Other,2.5
Kelantan,2019,2019-01-01,0-4,Chinese,2.6
Kelantan,2019,2019-01-01,0-4,Indian,0.2
Kelantan,2019,2019-01-01,0-4,Other Citizen,1.1
Kelantan,2019,2019-01-01,0-4,Other Non-Citizen,2.2
Kelantan,2019,2019-01-01,15-19,Bumi Malay,175.6
Kelantan,2019,2019-01-01,15-19,Bumi Other,2.6
Kelantan,2019,2019-01-01,15-19,Chinese,4.1
Kelantan,2019,2019-01-01,15-19,Indian,0.5
Kelantan,2019,2019-01-01,15-19,Other Citizen,1.2
Kelantan,2019,2019-01-01,15-19,Other Non-Citizen,3.1
Kelantan,2019,2019-01-01,20-24,Bumi Malay,183.6
Kelantan,2019,2019-01-01,20-24,Bumi Other,2
Kelantan,2019,2019-01-01,20-24,Chinese,4.8
Kelantan,2019,2019-01-01,20-24,Indian,0.4
Kelantan,2019,2019-01-01,20-24,Other Citizen,0.8
Kelantan,2019,2019-01-01,20-24,Other Non-Citizen,6.4
Kelantan,2019,2019-01-01,25-29,Bumi Malay,172.5
Kelantan,2019,2019-01-01,25-29,Bumi Other,1.7
Kelantan,2019,2019-01-01,25-29,Chinese,6.1
Kelantan,2019,2019-01-01,25-29,Indian,0.5
Kelantan,2019,2019-01-01,25-29,Other Citizen,0.9
Kelantan,2019,2019-01-01,25-29,Other Non-Citizen,8.7
Kelantan,2019,2019-01-01,30-34,Bumi Malay,105
Kelantan,2019,2019-01-01,30-34,Bumi Other,1.9
Kelantan,2019,2019-01-01,30-34,Chinese,4
Kelantan,2019,2019-01-01,30-34,Indian,0.6
Kelantan,2019,2019-01-01,30-34,Other Citizen,0.9
Kelantan,2019,2019-01-01,30-34,Other Non-Citizen,6.6
Kelantan,2019,2019-01-01,35-39,Bumi Malay,92
Kelantan,2019,2019-01-01,35-39,Bumi Other,1.3
Kelantan,2019,2019-01-01,35-39,Chinese,4
Kelantan,2019,2019-01-01,35-39,Indian,0.3
Kelantan,2019,2019-01-01,35-39,Other Citizen,0.7
Kelantan,2019,2019-01-01,35-39,Other Non-Citizen,5.5
Kelantan,2019,2019-01-01,40-44,Bumi Malay,77.6
Kelantan,2019,2019-01-01,40-44,Bumi Other,0.8
Kelantan,2019,2019-01-01,40-44,Chinese,3
Kelantan,2019,2019-01-01,40-44,Indian,0.3
Kelantan,2019,2019-01-01,40-44,Other Citizen,0.5
Kelantan,2019,2019-01-01,40-44,Other Non-Citizen,4.5
Kelantan,2019,2019-01-01,45-49,Bumi Malay,77.8
Kelantan,2019,2019-01-01,45-49,Bumi Other,0.8
Kelantan,2019,2019-01-01,45-49,Chinese,3
Kelantan,2019,2019-01-01,45-49,Indian,0.2
Kelantan,2019,2019-01-01,45-49,Other Citizen,0.5
Kelantan,2019,2019-01-01,45-49,Other Non-Citizen,3.3
Kelantan,2019,2019-01-01,50-54,Bumi Malay,77.5
Kelantan,2019,2019-01-01,50-54,Bumi Other,0.3
Kelantan,2019,2019-01-01,50-54,Chinese,3.7
Kelantan,2019,2019-01-01,50-54,Indian,0.3
Kelantan,2019,2019-01-01,50-54,Other Citizen,0.5
Kelantan,2019,2019-01-01,50-54,Other Non-Citizen,2.5
Kelantan,2019,2019-01-01,55-59,Bumi Malay,73.2
Kelantan,2019,2019-01-01,55-59,Bumi Other,0.4
Kelantan,2019,2019-01-01,55-59,Chinese,3.7
Kelantan,2019,2019-01-01,55-59,Indian,0.3
Kelantan,2019,2019-01-01,55-59,Other Citizen,0.5
Kelantan,2019,2019-01-01,55-59,Other Non-Citizen,1.7
Kelantan,2019,2019-01-01,60-64,Bumi Malay,59.5
Kelantan,2019,2019-01-01,60-64,Bumi Other,0.3
Kelantan,2019,2019-01-01,60-64,Chinese,3.6
Kelantan,2019,2019-01-01,60-64,Indian,0.2
Kelantan,2019,2019-01-01,60-64,Other Citizen,0.4
Kelantan,2019,2019-01-01,60-64,Other Non-Citizen,1
Kelantan,2019,2019-01-01,65-69,Bumi Malay,44.4
Kelantan,2019,2019-01-01,65-69,Bumi Other,0.2
Kelantan,2019,2019-01-01,65-69,Chinese,2.8
Kelantan,2019,2019-01-01,65-69,Indian,0.1
Kelantan,2019,2019-01-01,65-69,Other Citizen,0.3
Kelantan,2019,2019-01-01,65-69,Other Non-Citizen,0.5
Kelantan,2019,2019-01-01,70-74,Bumi Malay,32.3
Kelantan,2019,2019-01-01,70-74,Bumi Other,0.2
Kelantan,2019,2019-01-01,70-74,Chinese,2
Kelantan,2019,2019-01-01,70-74,Indian,0.1
Kelantan,2019,2019-01-01,70-74,Other Citizen,0.2
Kelantan,2019,2019-01-01,70-74,Other Non-Citizen,0.3
Kelantan,2019,2019-01-01,75-79,Bumi Malay,17.9
Kelantan,2019,2019-01-01,75-79,Bumi Other,0
Kelantan,2019,2019-01-01,75-79,Chinese,1.2
Kelantan,2019,2019-01-01,75-79,Indian,0.1
Kelantan,2019,2019-01-01,75-79,Other Citizen,0.1
Kelantan,2019,2019-01-01,75-79,Other Non-Citizen,0.1
Kelantan,2019,2019-01-01,80-84,Bumi Malay,9.7
Kelantan,2019,2019-01-01,80-84,Bumi Other,0
Kelantan,2019,2019-01-01,80-84,Chinese,0.8
Kelantan,2019,2019-01-01,80-84,Indian,0
Kelantan,2019,2019-01-01,80-84,Other Citizen,0.1
Kelantan,2019,2019-01-01,80-84,Other Non-Citizen,0.1
Kelantan,2019,2019-01-01,85 and above,Bumi Malay,7.7
Kelantan,2019,2019-01-01,85 and above,Bumi Other,0
Kelantan,2019,2019-01-01,85 and above,Chinese,0.5
Kelantan,2019,2019-01-01,85 and above,Indian,0
Kelantan,2019,2019-01-01,85 and above,Other Citizen,0
Kelantan,2019,2019-01-01,85 and above,Other Non-Citizen,0.1
Kelantan,2020,2020-01-01,0-4,Bumi Malay,165.2
Kelantan,2020,2020-01-01,0-4,Bumi Other,4
Kelantan,2020,2020-01-01,0-4,Chinese,2.6
Kelantan,2020,2020-01-01,0-4,Indian,0.3
Kelantan,2020,2020-01-01,0-4,Other Citizen,0.8
Kelantan,2020,2020-01-01,0-4,Other Non-Citizen,0.8
Kelantan,2020,2020-01-01,15-19,Bumi Malay,198.5
Kelantan,2020,2020-01-01,15-19,Bumi Other,2.9
Kelantan,2020,2020-01-01,15-19,Chinese,3.6
Kelantan,2020,2020-01-01,15-19,Indian,0.4
Kelantan,2020,2020-01-01,15-19,Other Citizen,0.8
Kelantan,2020,2020-01-01,15-19,Other Non-Citizen,1
Kelantan,2020,2020-01-01,20-24,Bumi Malay,160.1
Kelantan,2020,2020-01-01,20-24,Bumi Other,2.8
Kelantan,2020,2020-01-01,20-24,Chinese,3.4
Kelantan,2020,2020-01-01,20-24,Indian,1
Kelantan,2020,2020-01-01,20-24,Other Citizen,0.8
Kelantan,2020,2020-01-01,20-24,Other Non-Citizen,3.4
Kelantan,2020,2020-01-01,25-29,Bumi Malay,118.4
Kelantan,2020,2020-01-01,25-29,Bumi Other,2.3
Kelantan,2020,2020-01-01,25-29,Chinese,2.7
Kelantan,2020,2020-01-01,25-29,Indian,0.4
Kelantan,2020,2020-01-01,25-29,Other Citizen,0.7
Kelantan,2020,2020-01-01,25-29,Other Non-Citizen,5.6
Kelantan,2020,2020-01-01,30-34,Bumi Malay,106.4
Kelantan,2020,2020-01-01,30-34,Bumi Other,1.8
Kelantan,2020,2020-01-01,30-34,Chinese,2.8
Kelantan,2020,2020-01-01,30-34,Indian,0.4
Kelantan,2020,2020-01-01,30-34,Other Citizen,0.7
Kelantan,2020,2020-01-01,30-34,Other Non-Citizen,6.1
Kelantan,2020,2020-01-01,35-39,Bumi Malay,97.7
Kelantan,2020,2020-01-01,35-39,Bumi Other,1.3
Kelantan,2020,2020-01-01,35-39,Chinese,2.7
Kelantan,2020,2020-01-01,35-39,Indian,0.3
Kelantan,2020,2020-01-01,35-39,Other Citizen,0.8
Kelantan,2020,2020-01-01,35-39,Other Non-Citizen,4.7
Kelantan,2020,2020-01-01,40-44,Bumi Malay,79.9
Kelantan,2020,2020-01-01,40-44,Bumi Other,1
Kelantan,2020,2020-01-01,40-44,Chinese,2.6
Kelantan,2020,2020-01-01,40-44,Indian,0.2
Kelantan,2020,2020-01-01,40-44,Other Citizen,0.7
Kelantan,2020,2020-01-01,40-44,Other Non-Citizen,3.7
Kelantan,2020,2020-01-01,45-49,Bumi Malay,79.4
Kelantan,2020,2020-01-01,45-49,Bumi Other,0.9
Kelantan,2020,2020-01-01,45-49,Chinese,2.7
Kelantan,2020,2020-01-01,45-49,Indian,0.2
Kelantan,2020,2020-01-01,45-49,Other Citizen,0.7
Kelantan,2020,2020-01-01,45-49,Other Non-Citizen,2.7
Kelantan,2020,2020-01-01,50-54,Bumi Malay,75.6
Kelantan,2020,2020-01-01,50-54,Bumi Other,0.7
Kelantan,2020,2020-01-01,50-54,Chinese,2.9
Kelantan,2020,2020-01-01,50-54,Indian,0.2
Kelantan,2020,2020-01-01,50-54,Other Citizen,0.7
Kelantan,2020,2020-01-01,50-54,Other Non-Citizen,2
Kelantan,2020,2020-01-01,55-59,Bumi Malay,77.1
Kelantan,2020,2020-01-01,55-59,Bumi Other,0.6
Kelantan,2020,2020-01-01,55-59,Chinese,3.4
Kelantan,2020,2020-01-01,55-59,Indian,0.2
Kelantan,2020,2020-01-01,55-59,Other Citizen,0.7
Kelantan,2020,2020-01-01,55-59,Other Non-Citizen,1.5
Kelantan,2020,2020-01-01,60-64,Bumi Malay,61.1
Kelantan,2020,2020-01-01,60-64,Bumi Other,0.5
Kelantan,2020,2020-01-01,60-64,Chinese,2.9
Kelantan,2020,2020-01-01,60-64,Indian,0.2
Kelantan,2020,2020-01-01,60-64,Other Citizen,0.6
Kelantan,2020,2020-01-01,60-64,Other Non-Citizen,0.9
Kelantan,2020,2020-01-01,65-69,Bumi Malay,43
Kelantan,2020,2020-01-01,65-69,Bumi Other,0.3
Kelantan,2020,2020-01-01,65-69,Chinese,2.3
Kelantan,2020,2020-01-01,65-69,Indian,0.1
Kelantan,2020,2020-01-01,65-69,Other Citizen,0.5
Kelantan,2020,2020-01-01,65-69,Other Non-Citizen,0.5
Kelantan,2020,2020-01-01,70-74,Bumi Malay,30.5
Kelantan,2020,2020-01-01,70-74,Bumi Other,0.2
Kelantan,2020,2020-01-01,70-74,Chinese,1.7
Kelantan,2020,2020-01-01,70-74,Indian,0.1
Kelantan,2020,2020-01-01,70-74,Other Citizen,0.3
Kelantan,2020,2020-01-01,70-74,Other Non-Citizen,0.3
Kelantan,2020,2020-01-01,75-79,Bumi Malay,17
Kelantan,2020,2020-01-01,75-79,Bumi Other,0.1
Kelantan,2020,2020-01-01,75-79,Chinese,1
Kelantan,2020,2020-01-01,75-79,Indian,0
Kelantan,2020,2020-01-01,75-79,Other Citizen,0.2
Kelantan,2020,2020-01-01,75-79,Other Non-Citizen,0.2
Kelantan,2020,2020-01-01,80-84,Bumi Malay,9
Kelantan,2020,2020-01-01,80-84,Bumi Other,0.1
Kelantan,2020,2020-01-01,80-84,Chinese,0.7
Kelantan,2020,2020-01-01,80-84,Indian,0
Kelantan,2020,2020-01-01,80-84,Other Citizen,0.1
Kelantan,2020,2020-01-01,80-84,Other Non-Citizen,0.1
Kelantan,2020,2020-01-01,85 and above,Bumi Malay,5.2
Kelantan,2020,2020-01-01,85 and above,Bumi Other,0
Kelantan,2020,2020-01-01,85 and above,Chinese,0.4
Kelantan,2020,2020-01-01,85 and above,Indian,0
Kelantan,2020,2020-01-01,85 and above,Other Citizen,0.1
Kelantan,2020,2020-01-01,85 and above,Other Non-Citizen,0.1
Kelantan,2021,2021-01-01,0-4,Bumi Malay,165.4
Kelantan,2021,2021-01-01,0-4,Bumi Other,3.8
Kelantan,2021,2021-01-01,0-4,Chinese,2.4
Kelantan,2021,2021-01-01,0-4,Indian,0.2
Kelantan,2021,2021-01-01,0-4,Other Citizen,0.7
Kelantan,2021,2021-01-01,0-4,Other Non-Citizen,0.8
Kelantan,2021,2021-01-01,15-19,Bumi Malay,191.9
Kelantan,2021,2021-01-01,15-19,Bumi Other,2.4
Kelantan,2021,2021-01-01,15-19,Chinese,3.5
Kelantan,2021,2021-01-01,15-19,Indian,0.4
Kelantan,2021,2021-01-01,15-19,Other Citizen,0.8
Kelantan,2021,2021-01-01,15-19,Other Non-Citizen,1
Kelantan,2021,2021-01-01,20-24,Bumi Malay,169.1
Kelantan,2021,2021-01-01,20-24,Bumi Other,2.3
Kelantan,2021,2021-01-01,20-24,Chinese,3.3
Kelantan,2021,2021-01-01,20-24,Indian,1
Kelantan,2021,2021-01-01,20-24,Other Citizen,0.7
Kelantan,2021,2021-01-01,20-24,Other Non-Citizen,3.4
Kelantan,2021,2021-01-01,25-29,Bumi Malay,124.6
Kelantan,2021,2021-01-01,25-29,Bumi Other,1.8
Kelantan,2021,2021-01-01,25-29,Chinese,2.8
Kelantan,2021,2021-01-01,25-29,Indian,0.5
Kelantan,2021,2021-01-01,25-29,Other Citizen,0.7
Kelantan,2021,2021-01-01,25-29,Other Non-Citizen,5.6
Kelantan,2021,2021-01-01,30-34,Bumi Malay,106.9
Kelantan,2021,2021-01-01,30-34,Bumi Other,1.5
Kelantan,2021,2021-01-01,30-34,Chinese,2.8
Kelantan,2021,2021-01-01,30-34,Indian,0.4
Kelantan,2021,2021-01-01,30-34,Other Citizen,0.7
Kelantan,2021,2021-01-01,30-34,Other Non-Citizen,6
Kelantan,2021,2021-01-01,35-39,Bumi Malay,100.9
Kelantan,2021,2021-01-01,35-39,Bumi Other,1.1
Kelantan,2021,2021-01-01,35-39,Chinese,2.6
Kelantan,2021,2021-01-01,35-39,Indian,0.4
Kelantan,2021,2021-01-01,35-39,Other Citizen,0.8
Kelantan,2021,2021-01-01,35-39,Other Non-Citizen,4.7
Kelantan,2021,2021-01-01,40-44,Bumi Malay,82
Kelantan,2021,2021-01-01,40-44,Bumi Other,0.8
Kelantan,2021,2021-01-01,40-44,Chinese,2.7
Kelantan,2021,2021-01-01,40-44,Indian,0.2
Kelantan,2021,2021-01-01,40-44,Other Citizen,0.7
Kelantan,2021,2021-01-01,40-44,Other Non-Citizen,3.7
Kelantan,2021,2021-01-01,45-49,Bumi Malay,77.7
Kelantan,2021,2021-01-01,45-49,Bumi Other,0.7
Kelantan,2021,2021-01-01,45-49,Chinese,2.6
Kelantan,2021,2021-01-01,45-49,Indian,0.2
Kelantan,2021,2021-01-01,45-49,Other Citizen,0.7
Kelantan,2021,2021-01-01,45-49,Other Non-Citizen,2.7
Kelantan,2021,2021-01-01,50-54,Bumi Malay,76.2
Kelantan,2021,2021-01-01,50-54,Bumi Other,0.6
Kelantan,2021,2021-01-01,50-54,Chinese,3
Kelantan,2021,2021-01-01,50-54,Indian,0.1
Kelantan,2021,2021-01-01,50-54,Other Citizen,0.7
Kelantan,2021,2021-01-01,50-54,Other Non-Citizen,2
Kelantan,2021,2021-01-01,55-59,Bumi Malay,75.8
Kelantan,2021,2021-01-01,55-59,Bumi Other,0.5
Kelantan,2021,2021-01-01,55-59,Chinese,3.2
Kelantan,2021,2021-01-01,55-59,Indian,0.2
Kelantan,2021,2021-01-01,55-59,Other Citizen,0.7
Kelantan,2021,2021-01-01,55-59,Other Non-Citizen,1.5
Kelantan,2021,2021-01-01,60-64,Bumi Malay,64.7
Kelantan,2021,2021-01-01,60-64,Bumi Other,0.4
Kelantan,2021,2021-01-01,60-64,Chinese,3.1
Kelantan,2021,2021-01-01,60-64,Indian,0.2
Kelantan,2021,2021-01-01,60-64,Other Citizen,0.6
Kelantan,2021,2021-01-01,60-64,Other Non-Citizen,0.9
Kelantan,2021,2021-01-01,65-69,Bumi Malay,46.1
Kelantan,2021,2021-01-01,65-69,Bumi Other,0.2
Kelantan,2021,2021-01-01,65-69,Chinese,2.5
Kelantan,2021,2021-01-01,65-69,Indian,0.1
Kelantan,2021,2021-01-01,65-69,Other Citizen,0.5
Kelantan,2021,2021-01-01,65-69,Other Non-Citizen,0.5
Kelantan,2021,2021-01-01,70-74,Bumi Malay,31.5
Kelantan,2021,2021-01-01,70-74,Bumi Other,0.2
Kelantan,2021,2021-01-01,70-74,Chinese,1.7
Kelantan,2021,2021-01-01,70-74,Indian,0.1
Kelantan,2021,2021-01-01,70-74,Other Citizen,0.4
Kelantan,2021,2021-01-01,70-74,Other Non-Citizen,0.3
Kelantan,2021,2021-01-01,75-79,Bumi Malay,18
Kelantan,2021,2021-01-01,75-79,Bumi Other,0.1
Kelantan,2021,2021-01-01,75-79,Chinese,1
Kelantan,2021,2021-01-01,75-79,Indian,0
Kelantan,2021,2021-01-01,75-79,Other Citizen,0.2
Kelantan,2021,2021-01-01,75-79,Other Non-Citizen,0.2
Kelantan,2021,2021-01-01,80-84,Bumi Malay,9
Kelantan,2021,2021-01-01,80-84,Bumi Other,0.1
Kelantan,2021,2021-01-01,80-84,Chinese,0.7
Kelantan,2021,2021-01-01,80-84,Indian,0
Kelantan,2021,2021-01-01,80-84,Other Citizen,0.1
Kelantan,2021,2021-01-01,80-84,Other Non-Citizen,0.1
Kelantan,2021,2021-01-01,85 and above,Bumi Malay,5.3
Kelantan,2021,2021-01-01,85 and above,Bumi Other,0
Kelantan,2021,2021-01-01,85 and above,Chinese,0.4
Kelantan,2021,2021-01-01,85 and above,Indian,0
Kelantan,2021,2021-01-01,85 and above,Other Citizen,0.1
Kelantan,2021,2021-01-01,85 and above,Other Non-Citizen,0.1
Kelantan,2022,2022-01-01,0-4,Bumi Malay,165.6
Kelantan,2022,2022-01-01,0-4,Bumi Other,3.5
Kelantan,2022,2022-01-01,0-4,Chinese,2.2
Kelantan,2022,2022-01-01,0-4,Indian,0.2
Kelantan,2022,2022-01-01,0-4,Other Citizen,0.7
Kelantan,2022,2022-01-01,0-4,Other Non-Citizen,0.8
Kelantan,2022,2022-01-01,15-19,Bumi Malay,186.8
Kelantan,2022,2022-01-01,15-19,Bumi Other,2.4
Kelantan,2022,2022-01-01,15-19,Chinese,3.4
Kelantan,2022,2022-01-01,15-19,Indian,0.3
Kelantan,2022,2022-01-01,15-19,Other Citizen,0.8
Kelantan,2022,2022-01-01,15-19,Other Non-Citizen,1
Kelantan,2022,2022-01-01,20-24,Bumi Malay,177.1
Kelantan,2022,2022-01-01,20-24,Bumi Other,2.4
Kelantan,2022,2022-01-01,20-24,Chinese,3.4
Kelantan,2022,2022-01-01,20-24,Indian,0.9
Kelantan,2022,2022-01-01,20-24,Other Citizen,0.7
Kelantan,2022,2022-01-01,20-24,Other Non-Citizen,3.3
Kelantan,2022,2022-01-01,25-29,Bumi Malay,130.8
Kelantan,2022,2022-01-01,25-29,Bumi Other,2
Kelantan,2022,2022-01-01,25-29,Chinese,2.9
Kelantan,2022,2022-01-01,25-29,Indian,0.6
Kelantan,2022,2022-01-01,25-29,Other Citizen,0.7
Kelantan,2022,2022-01-01,25-29,Other Non-Citizen,5.4
Kelantan,2022,2022-01-01,30-34,Bumi Malay,109.2
Kelantan,2022,2022-01-01,30-34,Bumi Other,1.5
Kelantan,2022,2022-01-01,30-34,Chinese,2.8
Kelantan,2022,2022-01-01,30-34,Indian,0.4
Kelantan,2022,2022-01-01,30-34,Other Citizen,0.7
Kelantan,2022,2022-01-01,30-34,Other Non-Citizen,5.9
Kelantan,2022,2022-01-01,35-39,Bumi Malay,102.3
Kelantan,2022,2022-01-01,35-39,Bumi Other,1.1
Kelantan,2022,2022-01-01,35-39,Chinese,2.7
Kelantan,2022,2022-01-01,35-39,Indian,0.4
Kelantan,2022,2022-01-01,35-39,Other Citizen,0.8
Kelantan,2022,2022-01-01,35-39,Other Non-Citizen,4.6
Kelantan,2022,2022-01-01,40-44,Bumi Malay,84.7
Kelantan,2022,2022-01-01,40-44,Bumi Other,0.8
Kelantan,2022,2022-01-01,40-44,Chinese,2.7
Kelantan,2022,2022-01-01,40-44,Indian,0.2
Kelantan,2022,2022-01-01,40-44,Other Citizen,0.7
Kelantan,2022,2022-01-01,40-44,Other Non-Citizen,3.6
Kelantan,2022,2022-01-01,45-49,Bumi Malay,76.8
Kelantan,2022,2022-01-01,45-49,Bumi Other,0.7
Kelantan,2022,2022-01-01,45-49,Chinese,2.5
